school_,city_,countystate_territory_,university_,african_american_adm,african_american_app,african_american_enr,american_indian_adm,american_indian_app,american_indian_enr,asian_adm,asian_app,asian_enr,domestic_unknown_adm,domestic_unknown_app,domestic_unknown_enr,hispanic_latinx_adm,hispanic_latinx_app,hispanic_latinx_enr,intl_adm,intl_app,intl_enr,pacific_islander_adm,pacific_islander_app,white_adm,white_app,white_enr,total_applied,total_accepted,total_enrolled,pct_accepted,pct_enrolled
FILLMORE HIGH SCHOOL,Fillmore,Ventura,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,3.0,41.67,12.5
FILLMORE HIGH SCHOOL,Fillmore,Ventura,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,0.0,21.74,0.0
FILLMORE HIGH SCHOOL,Fillmore,Ventura,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,3.0,64.29,21.43
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,38.46,0.0
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,57.14,0.0
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,100.0,0.0
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,60.0,0.0
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,81.82,0.0
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,66.67,0.0
FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,50.0,0.0
FLORIN HIGH SCHOOL,Sacramento,Sacramento,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,0.0,8.11,0.0
FLORIN HIGH SCHOOL,Sacramento,Sacramento,Davis,0.0,0.0,0.0,0.0,0.0,0.0,18.0,38.0,6.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,21.0,6.0,38.18,10.91
FLORIN HIGH SCHOOL,Sacramento,Sacramento,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.0,0.0,28.0,0.0
FLORIN HIGH SCHOOL,Sacramento,Sacramento,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
FLORIN HIGH SCHOOL,Sacramento,Sacramento,Merced,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,3.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,3.0,92.86,10.71
FLORIN HIGH SCHOOL,Sacramento,Sacramento,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,inf,
FLORIN HIGH SCHOOL,Sacramento,Sacramento,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,16.0,27.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,16.0,7.0,48.48,21.21
FLORIN HIGH SCHOOL,Sacramento,Sacramento,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,52.63,0.0
FLORIN HIGH SCHOOL,Sacramento,Sacramento,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,0.0,41.67,0.0
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,48.0,3.0,0.0,6.25,0.0
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,Davis,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.0,4.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,47.0,15.0,4.0,31.91,8.51
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,Irvine,0.0,6.0,0.0,0.0,0.0,0.0,8.0,26.0,3.0,0.0,0.0,0.0,5.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,63.0,19.0,6.0,30.16,9.52
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,54.0,0.0,0.0,0.0,0.0
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,Merced,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,24.0,3.0,114.29,14.29
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,83.33,0.0
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,54.0,7.0,0.0,12.96,0.0
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,3.0,44.0,20.0,3.0,45.45,6.82
FLOYD B BUCHANAN HIGH SCHOOL,Clovis,Fresno,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,30.0,18.0,0.0,60.0,0.0
FOLSOM HIGH SCHOOL,Folsom,Sacramento,Berkeley,0.0,6.0,0.0,0.0,0.0,0.0,4.0,70.0,3.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,27.0,0.0,122.0,8.0,3.0,6.56,2.46
FOLSOM HIGH SCHOOL,Folsom,Sacramento,Davis,0.0,6.0,0.0,0.0,0.0,0.0,26.0,93.0,15.0,4.0,9.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,38.0,4.0,163.0,42.0,19.0,25.77,11.66
FOLSOM HIGH SCHOOL,Folsom,Sacramento,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,10.0,79.0,4.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,25.0,0.0,129.0,14.0,4.0,10.85,3.1
FOLSOM HIGH SCHOOL,Folsom,Sacramento,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,4.0,68.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,114.0,4.0,0.0,3.51,0.0
FOLSOM HIGH SCHOOL,Folsom,Sacramento,Merced,0.0,0.0,0.0,0.0,0.0,0.0,47.0,48.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,8.0,8.0,0.0,61.0,66.0,0.0,108.2,0.0
FOLSOM HIGH SCHOOL,Folsom,Sacramento,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,44.0,60.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,75.0,58.0,3.0,77.33,4.0
FOLSOM HIGH SCHOOL,Folsom,Sacramento,San Diego,0.0,5.0,0.0,0.0,0.0,0.0,10.0,77.0,0.0,3.0,9.0,0.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,39.0,0.0,149.0,18.0,0.0,12.08,0.0
FOLSOM HIGH SCHOOL,Folsom,Sacramento,Santa Barbara,0.0,5.0,0.0,0.0,0.0,0.0,23.0,66.0,5.0,6.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,38.0,3.0,127.0,36.0,8.0,28.35,6.3
FOLSOM HIGH SCHOOL,Folsom,Sacramento,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,51.0,75.0,9.0,7.0,10.0,0.0,4.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,27.0,0.0,118.0,76.0,9.0,64.41,7.63
FONTANA HIGH SCHOOL,Fontana,San Bernardino,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,5.0,3.0,12.2,7.32
FONTANA HIGH SCHOOL,Fontana,San Bernardino,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,33.33,0.0
FONTANA HIGH SCHOOL,Fontana,San Bernardino,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,161.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,22.0,3.0,13.66,1.86
FONTANA HIGH SCHOOL,Fontana,San Bernardino,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,6.0,0.0,4.84,0.0
FONTANA HIGH SCHOOL,Fontana,San Bernardino,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,0.0,91.67,0.0
FONTANA HIGH SCHOOL,Fontana,San Bernardino,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,154.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,69.0,9.0,44.81,5.84
FONTANA HIGH SCHOOL,Fontana,San Bernardino,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,115.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,33.0,3.0,28.7,2.61
FONTANA HIGH SCHOOL,Fontana,San Bernardino,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,15.0,0.0,31.91,0.0
FONTANA HIGH SCHOOL,Fontana,San Bernardino,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,0.0,48.39,0.0
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0,42.86,0.0
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,78.57,0.0
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,69.23,0.0
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,33.33,0.0
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,4.0,61.11,22.22
FOOTHILL HIGH SCHOOL,Bakersfield,Kern,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,0.0,58.82,0.0
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,15.0,5.0,0.0,33.33,0.0
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,4.0,8.0,6.0,4.0,75.0,50.0
FOOTHILL HIGH SCHOOL,Palo Cedro,Shasta,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,7.0,5.0,3.0,71.43,42.86
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,7.0,156.0,6.0,3.0,21.0,0.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,28.0,0.0,230.0,13.0,6.0,5.65,2.61
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Davis,0.0,0.0,0.0,0.0,0.0,0.0,36.0,188.0,9.0,4.0,20.0,0.0,3.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,35.0,0.0,271.0,46.0,9.0,16.97,3.32
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Irvine,0.0,5.0,0.0,0.0,0.0,0.0,24.0,184.0,5.0,3.0,20.0,0.0,0.0,11.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,27.0,0.0,261.0,30.0,5.0,11.49,1.92
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Los Angeles,0.0,6.0,0.0,0.0,0.0,0.0,12.0,172.0,11.0,3.0,21.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,36.0,0.0,261.0,19.0,11.0,7.28,4.21
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Merced,0.0,0.0,0.0,0.0,0.0,0.0,80.0,81.0,4.0,9.0,9.0,0.0,6.0,6.0,0.0,7.0,7.0,0.0,0.0,0.0,6.0,6.0,0.0,109.0,108.0,4.0,99.08,3.67
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,112.0,142.0,13.0,12.0,14.0,0.0,8.0,9.0,0.0,10.0,10.0,0.0,0.0,0.0,12.0,15.0,0.0,190.0,154.0,13.0,81.05,6.84
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,San Diego,0.0,5.0,0.0,0.0,0.0,0.0,26.0,188.0,10.0,6.0,22.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0,36.0,0.0,279.0,40.0,10.0,14.34,3.58
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Santa Barbara,0.0,5.0,0.0,0.0,0.0,0.0,40.0,175.0,6.0,9.0,21.0,0.0,6.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,8.0,41.0,0.0,271.0,63.0,6.0,23.25,2.21
FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,92.0,155.0,11.0,14.0,19.0,0.0,4.0,12.0,0.0,13.0,14.0,4.0,0.0,0.0,15.0,30.0,0.0,230.0,138.0,15.0,60.0,6.52
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,Davis,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,34.0,7.0,3.0,20.59,8.82
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,25.0,0.0,0.0,0.0,0.0
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,100.0,0.0
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,50.0,0.0
FOOTHILL HIGH SCHOOL,Sacramento,Sacramento,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,54.55,0.0
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,66.0,4.0,0.0,6.06,0.0
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,Davis,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,0.0,60.0,23.0,0.0,38.33,0.0
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,0.0,0.0,6.0,0.0,11.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,3.0,106.0,22.0,12.0,20.75,11.32
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,4.0,0.0,8.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,0.0,106.0,8.0,4.0,7.55,3.77
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,Merced,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,11.0,11.0,0.0,100.0,0.0
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,3.0,0.0,0.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,40.0,32.0,0.0,80.0,0.0
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,9.0,5.0,6.0,0.0,6.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,36.0,0.0,115.0,36.0,13.0,31.3,11.3
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,12.0,29.0,0.0,5.0,7.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,0.0,95.0,30.0,0.0,31.58,0.0
FOOTHILL HIGH SCHOOL,Santa Ana,Orange,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,0.0,0.0,0.0,0.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,54.0,32.0,0.0,59.26,0.0
FOOTHILL TECHNOLOGY HS,Ventura,Ventura,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,37.0,0.0,0.0,0.0,0.0
FOOTHILL TECHNOLOGY HS,Ventura,Ventura,Davis,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,4.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,4.0,47.0,20.0,7.0,42.55,14.89
FOOTHILL TECHNOLOGY HS,Ventura,Ventura,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,40.0,3.0,0.0,7.5,0.0
FOOTHILL TECHNOLOGY HS,Ventura,Ventura,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,48.0,0.0,0.0,0.0,0.0
