school_,city_,countystate_territory_,university_,african_american_adm,african_american_app,african_american_enr,american_indian_adm,american_indian_app,american_indian_enr,asian_adm,asian_app,asian_enr,domestic_unknown_adm,domestic_unknown_app,domestic_unknown_enr,hispanic_latinx_adm,hispanic_latinx_app,hispanic_latinx_enr,intl_adm,intl_app,intl_enr,pacific_islander_adm,pacific_islander_app,white_adm,white_app,white_enr,total_applied,total_accepted,total_enrolled,pct_accepted,pct_enrolled
A B MILLER HIGH SCHOOL,Fontana,San Bernardino,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
A B MILLER HIGH SCHOOL,Fontana,San Bernardino,Irvine,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,13.0,0.0,22.03,0.0
A B MILLER HIGH SCHOOL,Fontana,San Bernardino,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,0.0,8.11,0.0
A B MILLER HIGH SCHOOL,Fontana,San Bernardino,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,100.0,0.0
A B MILLER HIGH SCHOOL,Fontana,San Bernardino,Riverside,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,55.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,53.0,20.0,82.81,31.25
A B MILLER HIGH SCHOOL,Fontana,San Bernardino,San Diego,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,0.0,50.0,0.0
A B MILLER HIGH SCHOOL,Fontana,San Bernardino,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,60.0,0.0
A B MILLER HIGH SCHOOL,Fontana,San Bernardino,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,19.0,0.0,65.52,0.0
ABLE CHARTER,Stockton,San Joaquin,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
ABLE CHARTER,Stockton,San Joaquin,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
ABLE CHARTER,Stockton,San Joaquin,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,100.0,0.0
ABLE CHARTER,Stockton,San Joaquin,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,80.0,0.0
ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0
ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Davis,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.0,3.0,38.46,11.54
ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,14.0,0.0,28.0,0.0
ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,4.0,0.0,6.9,0.0
ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Merced,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,90.0,0.0
ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,33.0,0.0,78.57,0.0
ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,7.0,0.0,0.0,0.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,24.0,7.0,48.98,14.29
ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,11.0,0.0,32.35,0.0
ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,52.17,0.0
ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,24.0,154.0,19.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,182.0,27.0,19.0,14.84,10.44
ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Davis,0.0,6.0,0.0,0.0,0.0,0.0,64.0,176.0,26.0,0.0,0.0,0.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,215.0,70.0,26.0,32.56,12.09
ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,23.0,160.0,8.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,186.0,27.0,8.0,14.52,4.3
ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,11.0,149.0,4.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,172.0,14.0,4.0,8.14,2.33
ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Merced,0.0,0.0,0.0,0.0,0.0,0.0,35.0,41.0,4.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,49.0,46.0,4.0,93.88,8.16
ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,57.0,74.0,5.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,63.0,5.0,74.12,5.88
ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,San Diego,0.0,5.0,0.0,0.0,0.0,0.0,23.0,157.0,7.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,191.0,23.0,7.0,12.04,3.66
ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Santa Barbara,0.0,5.0,0.0,0.0,0.0,0.0,25.0,121.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,153.0,25.0,0.0,16.34,0.0
ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,62.0,108.0,10.0,0.0,0.0,0.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,139.0,77.0,10.0,55.4,7.19
ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,4.0,0.0,0.0,0.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,67.0,13.0,4.0,19.4,5.97
ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Davis,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,57.0,25.0,0.0,43.86,0.0
ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,0.0,21.05,0.0
ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Los Angeles,0.0,5.0,0.0,0.0,0.0,0.0,4.0,15.0,4.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,63.0,4.0,4.0,6.35,6.35
ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,91.67,0.0
ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,88.89,0.0
ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,3.0,0.0,0.0,0.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,53.0,17.0,3.0,32.08,5.66
ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,44.0,20.0,0.0,45.45,0.0
ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,21.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,5.0,54.0,39.0,12.0,72.22,22.22
ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,100.0,0.0
ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,15.0,4.0,0.0,26.67,0.0
ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0
ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,18.0,16.0,0.0,88.89,0.0
ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,21.0,9.0,0.0,42.86,0.0
ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0,0.0,60.0,0.0
ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,inf,
ACADEMIA AVANCE CHARTER SCHOOL,Los Angeles,Los Angeles,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
ACADEMIA AVANCE CHARTER SCHOOL,Los Angeles,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
ACADEMIA AVANCE CHARTER SCHOOL,Los Angeles,Los Angeles,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,100.0,0.0
ACADEMIA AVANCE CHARTER SCHOOL,Los Angeles,Los Angeles,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,42.86,0.0
ACADEMIA AVANCE CHARTER SCHOOL,Los Angeles,Los Angeles,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,50.0,0.0
ACADEMIA AVANCE CHARTER SCHOOL,Los Angeles,Los Angeles,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,29.41,0.0
ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,0.0,23.53,0.0
ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,100.0,0.0
ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,24.0,0.0,63.16,0.0
ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,45.0,0.0
ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,0.0,32.0,0.0
ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,31.82,0.0
ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Berkeley,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,16.67,0.0
ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Irvine,3.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,22.22,0.0
ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Los Angeles,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,3.0,9.09,9.09
ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,93.75,0.0
ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,San Diego,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,11.11,0.0
ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Santa Barbara,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,0.0,47.06,0.0
ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,85.71,0.0
ACADEMIES OF ANTELOPE VALLEY,Lancaster,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Davis,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,33.33,0.0
ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Irvine,0.0,5.0,0.0,0.0,0.0,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,7.0,0.0,15.22,0.0
ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,3.0,8.11,8.11
ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Merced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,inf,
ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,0.0,65.0,0.0
ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,21.88,0.0
ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,31.82,0.0
ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,70.0,0.0
ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,61.54,0.0
ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,20.0,0.0
ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,45.0,10.0,5.0,22.22,11.11
ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Davis,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,3.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,42.0,16.0,3.0,38.1,7.14
ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,54.0,8.0,0.0,14.81,0.0
ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,59.0,7.0,7.0,11.86,11.86
