school_,city_,countystate_territory_,african_american_adm,african_american_app,african_american_enr,american_indian_adm,american_indian_app,american_indian_enr,asian_adm,asian_app,asian_enr,domestic_unknown_adm,domestic_unknown_app,domestic_unknown_enr,hispanic_latinx_adm,hispanic_latinx_app,hispanic_latinx_enr,intl_adm,intl_app,intl_enr,pacific_islander_adm,pacific_islander_app,pacific_islander_enr,white_adm,white_app,white_enr,total_applied,total_accepted,total_enrolled,pct_accepted,pct_enrolled
CHINO HIGH SCHOOL,Chino,San Bernardino,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.0,0.0,0.0,0.0,41.0,63.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,75.0,53.0,18.0,70.67,24.0
CHINO HILLS HIGH SCHOOL,Chino Hills,San Bernardino,15.0,21.0,11.0,0.0,0.0,0.0,100.0,119.0,68.0,6.0,6.0,3.0,33.0,57.0,14.0,3.0,5.0,0.0,0.0,0.0,0.0,16.0,19.0,8.0,227.0,173.0,104.0,76.21,45.81
CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,33.0,39.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,50.0,42.0,22.0,84.0,44.0
CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,10.0,14.0,5.0,0.0,0.0,0.0,17.0,21.0,9.0,0.0,0.0,0.0,27.0,43.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,4.0,92.0,63.0,31.0,68.48,33.7
CHULA VISTA LRNG CMNTY CHARTER,Chula Vista,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,68.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,56.0,25.0,82.35,36.76
CHULA VISTA SENIOR HIGH SCHOOL,Chula Vista,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,8.0,0.0,0.0,0.0,52.0,70.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,63.0,34.0,76.83,41.46
CIRCLE OF INDEPENDENT LEARNING,Fremont,Alameda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,inf,
CITRUS HILL HIGH SCHOOL,Perris,Riverside,4.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,94.0,120.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,131.0,106.0,48.0,80.92,36.64
CITRUS VALLEY HIGH SCHOOL,Redlands,San Bernardino,6.0,9.0,4.0,0.0,0.0,0.0,25.0,32.0,19.0,3.0,0.0,3.0,24.0,41.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,25.0,8.0,107.0,75.0,45.0,70.09,42.06
CITY ARTS AND LEADERSHIP ACADEMY,San Francisco,San Francisco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,0.0,78.26,0.0
CITY HEIGHTS PREP CHARTER SCHL,San Diego,San Diego,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0
CITY HONORS HIGH SCHOOL,Inglewood,Los Angeles,10.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,6.0,70.83,25.0
CITY OF ANGELS SCHOOL,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,3.0,100.0,23.08
CLAIREMONT HIGH SCHOOL,San Diego,San Diego,4.0,6.0,0.0,0.0,0.0,0.0,15.0,17.0,10.0,0.0,0.0,0.0,8.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,11.0,70.0,44.0,24.0,62.86,34.29
CLAREMONT HIGH SCHOOL,Claremont,Los Angeles,17.0,24.0,8.0,0.0,0.0,0.0,48.0,65.0,32.0,7.0,9.0,3.0,44.0,62.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,46.0,14.0,206.0,149.0,74.0,72.33,35.92
CLARK MAGNET HIGH SCHOOL,La Crescenta,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,7.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,98.0,22.0,124.0,54.0,29.0,43.55,23.39
CLARKSVILLE CHARTER SCHOOL,El Dorado Hills,El Dorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,inf,
CLASSICAL ACADEMY HIGH SCHOOL,Escondido,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,4.0,0.0,0.0,0.0,11.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,27.0,6.0,52.0,33.0,14.0,63.46,26.92
CLAYTON VALLEY HIGH SCHOOL,Concord,Contra Costa,12.0,17.0,4.0,0.0,0.0,0.0,39.0,59.0,21.0,4.0,5.0,3.0,21.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,56.0,13.0,170.0,100.0,48.0,58.82,28.24
CLEAR LAKE HIGH SCHOOL,Lakeport,Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,60.0,0.0
