school_id,school,city,countystate_territory,university_,african_american_adm,african_american_app,african_american_enr,american_indian_adm,american_indian_app,american_indian_enr,asian_adm,asian_app,asian_enr,domestic_unknown_adm,domestic_unknown_app,domestic_unknown_enr,hispanic_latinx_adm,hispanic_latinx_app,hispanic_latinx_enr,intl_adm,intl_app,intl_enr,pacific_islander_adm,pacific_islander_app,white_adm,white_app,white_enr,total_applied,total_accepted,total_enrolled
50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Los Angeles,0.0,8.0,0.0,0.0,0.0,0.0,5.0,79.0,3.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,3.0,155.0,12.0,6.0
50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Merced,3.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,28.0,30.0,0.0
50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,24.0,32.0,7.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,0.0,69.0,56.0,7.0
50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,17.0,82.0,4.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,4.0,164.0,30.0,8.0
50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Santa Barbara,0.0,9.0,0.0,0.0,0.0,0.0,21.0,75.0,4.0,3.0,5.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,65.0,4.0,176.0,42.0,8.0
50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Santa Cruz,3.0,7.0,0.0,0.0,0.0,0.0,49.0,72.0,5.0,3.0,0.0,0.0,13.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,44.0,66.0,4.0,172.0,112.0,12.0
50006,OAK PARK HIGH SCHOOL,Oak Park,Ventura,Berkeley,0.0,0.0,0.0,0.0,0.0,0.0,10.0,69.0,3.0,3.0,5.0,0.0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,0.0,124.0,20.0,6.0
50006,OAK PARK HIGH SCHOOL,Oak Park,Ventura,Davis,0.0,5.0,0.0,0.0,0.0,0.0,21.0,67.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,43.0,0.0,133.0,39.0,0.0
50006,OAK PARK HIGH SCHOOL,Oak Park,Ventura,Irvine,0.0,0.0,0.0,0.0,0.0,0.0,15.0,77.0,4.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,138.0,19.0,4.0
50006,OAK PARK HIGH SCHOOL,Oak Park,Ventura,Los Angeles,0.0,6.0,0.0,0.0,0.0,0.0,9.0,79.0,6.0,0.0,7.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,5.0,159.0,16.0,11.0
50006,OAK PARK HIGH SCHOOL,Oak Park,Ventura,Merced,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,21.0,0.0
50006,OAK PARK HIGH SCHOOL,Oak Park,Ventura,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,53.0,59.0,13.0,4.0,5.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,77.0,76.0,13.0
50006,OAK PARK HIGH SCHOOL,Oak Park,Ventura,San Diego,0.0,5.0,0.0,0.0,0.0,0.0,18.0,78.0,6.0,3.0,6.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,54.0,0.0,157.0,31.0,6.0
50006,OAK PARK HIGH SCHOOL,Oak Park,Ventura,Santa Barbara,0.0,5.0,0.0,0.0,0.0,0.0,28.0,76.0,4.0,3.0,6.0,0.0,4.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,52.0,4.0,159.0,45.0,8.0
